Time (s),Airflow (MAF) (g/s),Load (MAF) (g/rev),Manifold Air Pressure - Filtered (kPa),Mass Air Flow (g/s),Boost Target (kPa),Wastegate Duty Cycle (%),Air/Fuel Sensor #1 (λ),Injector Pulse Width (ms),Fuel - Base Multiplier,Power Mode - Fuel Ratio Target (λ),Fuel Trim - Long Term (%),Fuel Trim - Short Term (%),Coolant Temperature (°C),Intake Air Temperature (°C),Manifold Absolute Pressure (kPa),Engine Speed (rpm),Vehicle Speed (km/h),System Voltage (V),Ignition Advance (°),Ignition Advance - Base (°BTDC),Ignition Advance Multiplier,Ignition Advance - Fine Learn (°),Knock Retard (°),Throttle Position (%),Mass Air Flow Voltage (V),Fuel - Acceleration Enrich
0.000,1.04,0.00,181.3,1.04,107.7,0.0,1.523,0.00,0.594,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
0.042,1.04,0.00,287.3,1.04,107.7,0.0,1.523,0.00,0.594,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
0.107,1.04,0.00,287.3,1.04,107.7,0.0,1.523,0.00,0.594,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
0.172,1.04,0.00,286.9,1.04,107.7,0.0,1.523,0.00,0.594,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
0.239,1.04,0.00,286.9,1.04,107.7,0.0,1.523,0.00,0.594,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
0.306,1.04,0.00,181.3,1.04,107.7,0.0,1.523,0.00,0.594,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
0.374,1.04,0.00,287.3,1.04,107.7,0.0,1.523,0.00,0.594,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
0.444,1.04,0.00,286.9,1.04,107.7,0.0,1.523,0.00,0.594,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
0.516,1.04,0.00,286.9,1.04,107.7,0.0,1.523,0.00,0.594,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
0.588,1.04,0.00,181.3,1.04,107.7,0.0,1.523,0.00,0.594,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
0.659,1.04,0.00,181.3,1.04,107.7,0.0,1.523,0.00,0.594,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
0.732,1.04,0.00,287.3,1.04,107.7,0.0,1.523,0.00,0.594,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
0.805,1.04,0.00,287.3,1.04,107.7,0.0,1.523,0.00,0.594,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
0.877,1.04,0.00,286.9,1.04,107.7,0.0,1.523,0.00,0.594,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
0.950,1.04,0.00,286.9,1.04,107.7,0.0,1.523,0.00,0.594,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
1.024,1.04,0.00,181.3,1.04,107.7,0.0,1.523,0.00,0.594,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
1.099,1.04,0.00,287.3,1.04,107.7,0.0,1.523,0.00,0.594,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
1.173,1.04,0.00,286.9,1.04,107.7,0.0,1.523,0.00,0.594,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
1.248,1.04,0.00,286.9,1.04,107.7,0.0,1.523,0.00,0.594,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
1.323,1.04,0.00,181.3,1.04,107.7,0.0,1.523,0.00,0.594,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
1.398,1.04,0.00,181.3,1.04,107.7,0.0,1.523,0.00,0.594,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
1.473,1.04,0.00,287.3,1.04,107.7,0.0,1.523,0.00,0.594,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
1.548,1.04,0.00,287.3,1.04,107.7,0.0,1.523,0.00,0.594,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
1.624,1.04,0.00,286.9,1.04,107.7,0.0,1.523,0.00,0.594,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
1.701,1.04,0.00,286.9,1.04,107.7,0.0,1.523,0.00,0.594,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
1.777,1.04,0.00,181.3,1.04,107.7,0.0,1.523,0.00,0.594,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
1.853,1.04,0.00,287.3,1.04,107.7,0.0,1.523,0.00,0.594,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
1.928,1.04,0.00,286.9,1.04,107.7,0.0,1.523,0.00,0.594,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
2.004,1.04,0.00,286.9,1.04,107.7,0.0,1.523,0.00,0.594,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
2.080,1.04,0.00,181.3,1.04,107.7,0.0,1.523,0.00,0.594,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
2.157,1.04,0.00,181.3,1.04,107.7,0.0,1.523,0.00,0.594,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
2.233,1.04,0.00,287.3,1.04,107.7,0.0,1.523,0.00,0.594,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
2.309,1.04,0.00,287.3,1.04,107.7,0.0,1.523,0.00,0.594,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
2.385,1.04,0.00,286.9,1.04,107.7,0.0,1.523,0.00,0.594,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
2.461,1.04,0.00,286.9,1.04,107.7,0.0,1.523,0.00,0.594,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
2.539,1.04,0.00,181.3,1.04,107.7,0.0,1.523,0.00,0.594,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
2.617,1.04,0.00,287.3,1.04,107.7,0.0,1.523,0.00,0.594,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
2.694,1.04,0.00,286.9,1.04,107.7,0.0,1.523,0.00,0.594,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
2.772,1.04,0.00,286.9,1.04,107.7,0.0,1.523,0.00,0.594,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
2.849,1.04,0.00,181.3,1.04,107.7,0.0,1.523,0.00,0.594,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
2.926,1.04,0.00,181.3,1.04,107.7,0.0,1.523,0.00,0.594,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
3.003,1.04,0.00,287.3,1.04,107.7,0.0,1.523,0.00,0.594,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
3.081,1.04,0.00,287.3,1.04,107.7,0.0,1.523,0.00,0.594,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
3.158,1.04,0.00,286.9,1.04,107.7,0.0,1.523,0.00,0.594,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
3.236,1.04,0.00,286.9,1.04,107.7,0.0,1.523,0.00,0.594,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
3.314,1.04,0.00,181.3,1.04,107.7,0.0,1.523,0.00,0.594,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
3.392,1.04,0.00,287.3,1.04,107.7,0.0,1.523,0.00,0.594,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
3.470,1.04,0.00,286.9,1.04,107.7,0.0,1.523,0.00,0.594,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
3.547,1.04,0.00,286.9,1.04,107.7,0.0,1.523,0.00,0.594,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
3.624,1.04,0.00,181.3,1.04,107.7,0.0,1.523,0.00,0.594,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
3.702,1.04,0.00,181.3,1.04,107.7,0.0,1.523,6.91,0.594,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
3.780,0.04,0.03,287.3,0.07,107.7,0.0,1.523,6.91,0.594,1.000,0.00,0.00,-40,-40,255.0,70,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
3.856,0.30,0.44,287.3,0.32,107.7,0.0,1.523,6.91,0.594,1.000,0.00,0.00,-40,-40,255.0,70,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
3.935,0.49,0.74,286.9,0.51,107.7,0.0,1.523,6.91,0.586,1.000,0.00,0.00,-40,-40,255.0,154,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
4.014,0.64,0.24,286.9,0.65,107.7,0.0,1.523,6.91,0.594,1.000,0.00,0.00,-40,-40,255.0,154,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
4.091,0.74,0.29,181.3,0.75,107.7,0.0,1.523,6.91,0.594,1.000,0.00,0.00,-40,-40,255.0,186,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
4.169,0.82,0.26,287.3,0.83,107.7,0.0,1.523,6.91,0.594,1.000,0.00,0.00,-40,-40,255.0,186,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
4.247,0.87,0.28,286.9,0.88,107.7,0.0,1.523,6.91,0.594,1.000,0.00,0.00,-40,-40,255.0,202,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
4.324,0.92,0.27,286.9,0.92,107.7,0.0,1.523,6.91,0.594,1.000,0.00,0.00,-40,-40,255.0,202,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
4.400,0.95,0.28,181.3,0.95,107.7,0.0,1.523,6.91,0.594,1.000,0.00,0.00,-40,-40,255.0,206,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
4.477,0.97,0.28,181.3,0.97,107.7,0.0,1.523,6.91,0.594,1.000,0.00,0.00,-40,-40,255.0,206,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
4.556,0.99,0.29,287.3,0.99,107.7,0.0,1.523,6.91,0.594,1.000,0.00,0.00,-40,-40,255.0,208,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
4.633,1.00,0.29,287.3,1.00,107.7,0.0,1.523,6.91,0.594,1.000,0.00,0.00,-40,-40,255.0,208,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
4.710,1.01,0.29,286.9,1.01,107.7,0.0,1.523,6.91,0.594,1.000,0.00,0.00,-40,-40,255.0,210,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
4.789,1.02,0.29,286.9,1.02,107.7,0.0,1.523,6.91,0.594,1.000,0.00,0.00,-40,-40,255.0,210,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
4.867,1.02,0.27,181.3,1.02,107.7,0.0,1.523,6.91,0.594,1.000,0.00,0.00,-40,-40,255.0,228,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
4.945,1.02,0.27,287.3,1.02,107.7,0.0,1.523,6.91,0.594,1.000,0.00,0.00,-40,-40,255.0,269,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
5.022,1.02,0.23,286.9,1.02,107.7,0.0,1.523,6.91,0.594,1.000,0.00,0.00,-40,-40,255.0,276,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
5.100,1.03,0.22,286.9,1.03,107.7,0.0,1.523,6.91,0.594,1.000,0.00,0.00,-40,-40,255.0,302,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
5.178,1.03,0.17,181.3,1.03,107.7,0.0,1.523,5.63,0.594,1.000,0.00,0.00,-40,-40,255.0,534,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,1.04,0.000
5.255,1.03,0.09,181.3,1.03,107.7,0.0,1.523,4.61,0.594,1.000,0.00,0.00,-40,-40,255.0,727,0,20.40,15.0,30.0,0.50,0.0,0.0,7.81,1.04,0.000
5.335,1.13,0.08,287.3,1.12,107.7,0.0,1.523,4.35,0.594,1.000,0.00,0.00,-40,-40,255.0,916,0,20.40,20.0,31.0,0.50,0.0,0.0,7.81,1.48,0.000
5.412,2.28,0.77,67.3,2.52,100.3,0.0,0.555,3.33,0.594,1.000,0.00,0.00,83,-23,71.0,1164,0,15.28,12.0,31.0,0.50,0.0,0.0,0.00,1.50,0.000
5.490,4.41,0.67,62.7,4.57,100.3,0.0,0.562,3.07,0.602,1.000,0.00,0.00,83,19,61.0,1241,0,14.08,13.0,31.0,0.50,0.0,0.0,0.00,1.50,0.000
5.568,5.69,0.25,52.8,5.79,100.3,0.0,0.562,2.05,0.594,1.000,0.00,0.00,83,25,51.0,1377,0,14.00,13.0,31.0,0.50,0.0,0.0,0.00,1.48,0.000
5.645,6.50,0.27,181.3,6.57,100.3,0.0,0.562,1.79,0.594,1.000,0.00,0.00,83,26,48.0,1452,0,13.92,13.0,31.0,0.50,0.0,0.0,0.00,1.50,0.000
5.724,7.02,0.28,46.9,7.07,100.3,0.0,0.562,1.79,0.594,1.000,0.00,0.00,83,27,42.0,1507,0,13.92,14.0,31.0,0.50,0.0,0.0,0.00,1.50,0.000
5.802,7.32,0.29,42.0,7.35,100.3,0.0,0.562,1.79,0.594,1.000,0.00,0.00,83,27,42.0,1540,0,13.92,14.0,31.0,0.50,0.0,0.0,0.00,1.50,0.000
5.880,7.49,0.29,42.7,7.49,100.3,0.0,0.555,1.79,0.594,1.000,0.00,0.00,83,27,38.0,1552,0,13.92,14.0,31.0,0.50,0.0,0.0,0.00,1.50,0.000
5.958,7.59,0.29,181.3,7.59,100.3,0.0,0.539,1.79,0.594,1.000,0.00,0.00,83,27,40.0,1559,0,13.92,14.0,31.0,0.50,0.0,0.0,0.00,1.48,0.000
6.036,7.61,0.29,181.3,7.62,100.3,0.0,0.555,1.79,0.594,1.000,0.00,0.00,83,27,38.0,1556,0,13.92,14.0,31.0,0.50,0.0,0.0,0.00,1.50,0.000
6.113,7.70,0.30,38.1,7.72,100.3,0.0,0.555,1.79,0.594,1.000,0.00,0.00,83,27,36.0,1548,0,13.84,14.0,31.0,0.50,0.0,0.0,0.00,1.50,0.000
6.191,7.76,0.30,36.5,7.78,100.3,0.0,0.531,1.79,0.594,1.000,0.00,0.00,83,27,38.0,1542,0,13.84,14.0,31.0,0.50,0.0,0.0,0.00,1.48,0.000
6.270,7.69,0.30,37.3,7.70,100.3,0.0,0.555,1.79,0.594,1.000,0.00,0.00,83,27,36.0,1524,0,13.92,14.0,31.0,0.50,0.0,0.0,0.00,1.48,0.000
6.347,7.60,0.30,36.0,7.59,100.3,0.0,0.539,1.79,0.594,1.000,0.00,0.00,83,27,34.0,1511,0,13.92,14.0,31.0,0.50,0.0,0.0,0.00,1.46,0.000
6.425,7.51,0.30,181.3,7.51,100.3,0.0,0.555,1.79,0.594,1.000,0.00,0.00,83,27,33.0,1502,0,13.92,14.0,31.0,0.50,0.0,0.0,0.00,1.46,0.000
6.504,7.36,0.30,35.9,7.34,100.3,0.0,0.547,1.79,0.594,1.000,0.00,0.00,83,27,35.0,1477,0,13.92,14.0,31.0,0.50,0.0,0.0,0.00,1.48,0.000
6.582,7.21,0.29,33.3,7.19,100.3,0.0,0.555,1.79,0.594,1.000,0.00,0.00,83,27,35.0,1453,0,13.92,14.0,31.0,0.50,0.0,0.0,0.00,1.48,0.000
6.660,7.13,0.29,33.3,7.12,100.3,0.0,0.531,1.79,0.594,1.000,0.00,0.00,83,27,32.0,1438,0,13.84,14.0,31.0,0.50,0.0,0.0,0.00,1.46,0.000
6.737,7.07,0.30,181.3,7.07,100.3,0.0,0.555,1.79,0.594,1.000,0.00,0.00,83,27,33.0,1424,0,13.92,14.0,31.0,0.50,0.0,0.0,0.00,1.44,0.000
6.816,6.98,0.30,181.3,6.98,100.3,0.0,0.523,1.79,0.594,1.000,0.00,0.00,83,27,32.0,1410,0,13.84,14.0,31.0,0.50,0.0,0.0,0.00,1.46,0.000
6.893,6.93,0.30,31.9,6.91,100.3,0.0,0.523,1.79,0.594,1.000,0.00,0.00,83,27,32.0,1388,0,13.92,13.0,31.0,0.50,0.0,0.0,0.00,1.46,0.000
6.970,6.85,0.30,32.8,6.85,100.3,0.0,0.555,1.79,0.594,1.000,0.00,0.00,83,27,33.0,1364,0,13.92,13.0,31.0,0.50,0.0,0.0,0.00,1.44,0.000
7.048,6.74,0.30,32.0,6.72,100.3,0.0,0.547,1.79,0.594,1.000,0.00,0.00,83,27,33.0,1347,0,13.92,13.0,31.0,0.50,0.0,0.0,0.00,1.44,0.000
7.125,6.66,0.30,33.3,6.66,100.3,0.0,0.555,1.79,0.594,1.000,0.00,0.00,83,27,30.0,1315,0,13.92,13.0,31.0,0.50,0.0,0.0,0.00,1.46,0.000
7.202,6.60,0.30,181.3,6.58,100.3,0.0,0.539,1.79,0.594,1.000,0.00,0.00,83,27,33.0,1299,0,13.92,13.0,31.0,0.50,0.0,0.0,0.00,1.42,0.000
7.281,6.44,0.30,181.3,6.43,100.3,0.0,0.555,1.79,0.594,1.000,0.00,0.00,83,27,33.0,1342,0,13.92,13.0,31.0,0.50,0.0,0.0,0.00,1.44,0.000
7.359,6.35,0.30,31.9,6.35,100.3,0.0,0.523,1.79,0.594,1.000,0.00,0.00,83,27,32.0,1267,0,13.92,13.0,31.0,0.50,0.0,0.0,0.00,1.42,0.000
7.437,6.30,0.30,32.7,6.30,100.3,0.0,0.547,1.79,0.594,1.000,0.00,0.00,83,27,32.0,1246,0,13.92,13.0,31.0,0.50,0.0,0.0,0.00,1.40,0.000
7.515,6.20,0.30,33.7,6.18,100.3,0.0,0.516,1.79,0.594,1.000,0.00,0.00,83,27,32.0,1238,0,13.92,13.0,31.0,0.50,0.0,0.0,0.00,1.42,0.000
7.592,6.12,0.30,181.3,6.12,100.3,0.0,0.547,1.79,0.594,1.000,0.00,0.00,83,27,33.0,1218,0,13.92,13.0,31.0,0.50,0.0,0.0,0.00,1.44,0.000
7.670,6.10,0.30,33.2,6.11,100.3,0.0,0.523,1.79,0.594,1.000,0.00,0.00,83,27,33.0,1199,0,13.92,13.0,31.0,0.50,0.0,0.0,0.00,1.42,0.000
7.748,6.02,0.30,33.2,6.02,100.3,0.0,0.523,1.79,0.594,1.000,0.00,0.00,83,27,32.0,1190,0,13.92,12.0,31.0,0.50,0.0,0.0,0.00,1.42,0.000
7.825,5.94,0.30,32.8,5.95,100.3,0.0,0.555,1.79,0.594,1.000,0.00,0.00,83,27,32.0,1175,0,13.92,12.0,31.0,0.50,0.0,0.0,0.00,1.42,0.000
7.903,5.90,0.30,33.3,5.90,100.3,0.0,0.516,1.79,0.594,1.000,0.00,0.00,83,27,33.0,1160,0,13.92,12.0,31.0,0.50,0.0,0.0,0.00,1.40,0.000
7.981,5.83,0.30,33.1,5.83,100.3,0.0,0.555,1.79,0.594,1.000,0.00,0.00,83,27,33.0,1143,0,13.92,12.0,31.0,0.50,0.0,0.0,0.00,1.40,0.000
8.059,5.74,0.30,181.3,5.75,100.3,0.0,0.523,1.79,0.594,1.000,0.00,0.00,83,27,33.0,1124,0,13.92,12.0,31.0,0.50,0.0,0.0,0.00,1.40,0.000
8.137,5.68,0.31,33.2,5.69,100.3,0.0,0.547,1.79,0.594,1.000,0.00,0.00,83,27,34.0,1104,0,13.92,12.0,31.0,0.50,0.0,0.0,0.00,1.42,0.000
8.215,5.63,0.31,35.1,5.63,100.3,0.0,0.531,1.79,0.594,1.000,0.00,0.00,83,27,33.0,1082,0,13.92,12.0,31.0,0.50,0.0,0.0,0.00,1.38,0.000
8.293,5.56,0.31,35.7,5.55,100.3,0.0,0.547,1.79,0.594,1.000,0.00,0.00,83,27,33.0,1078,0,13.92,12.0,31.0,0.50,0.0,0.0,0.00,1.36,0.000
8.373,5.53,0.31,181.3,5.50,100.3,0.0,0.516,1.79,0.594,1.000,0.00,0.00,83,27,35.0,1065,0,13.92,12.0,31.0,0.50,0.0,0.0,0.00,1.36,0.000
8.450,5.49,0.31,181.3,5.47,100.3,0.0,0.539,1.79,0.594,1.000,0.00,0.00,83,27,34.0,1050,0,13.92,12.0,31.0,0.50,0.0,0.0,0.00,1.38,0.000
8.529,5.36,0.31,34.1,5.37,100.3,0.0,0.547,1.79,0.594,1.000,0.00,0.00,83,27,33.0,1038,0,13.92,12.0,31.0,0.50,0.0,0.0,0.00,1.36,0.000
8.606,5.28,0.31,34.5,5.27,100.3,0.0,0.516,1.79,0.594,1.000,0.00,0.00,83,27,34.0,1030,0,13.92,12.0,31.0,0.50,0.0,0.0,0.00,1.32,0.000
8.686,5.26,0.31,34.4,5.24,100.3,0.0,0.555,1.79,0.594,1.000,0.00,0.00,83,27,34.0,1004,0,13.92,12.0,31.0,0.50,0.0,0.0,0.00,1.38,0.000
8.765,5.16,0.31,35.1,5.17,100.3,0.0,0.523,1.79,0.594,1.000,0.00,0.00,83,27,35.0,997,0,13.92,12.0,31.0,0.50,0.0,0.0,0.00,1.34,0.000
8.843,5.11,0.31,181.3,5.08,100.3,0.0,0.555,1.79,0.594,1.000,0.00,0.00,83,27,33.0,985,0,13.92,12.0,31.0,0.50,0.0,0.0,0.00,1.34,0.000
8.921,5.05,0.31,34.5,5.06,100.3,0.0,0.508,1.79,0.594,1.000,0.00,0.00,83,27,34.0,972,0,13.92,12.0,31.0,0.50,0.0,0.0,0.00,1.34,0.000
8.999,4.97,0.31,35.3,4.95,100.3,0.0,0.539,1.79,0.594,1.000,0.00,0.00,83,27,34.0,970,0,13.92,12.0,31.0,0.50,0.0,0.0,0.00,1.32,0.000
9.078,4.89,0.30,34.4,4.89,100.3,0.0,0.508,1.79,0.594,1.000,0.00,0.00,83,27,34.0,1023,0,13.92,12.0,31.0,0.50,0.0,0.0,0.00,1.36,0.000
9.156,4.83,0.30,181.3,4.82,100.3,0.0,0.547,1.79,0.594,1.000,0.00,0.00,83,27,34.0,945,0,13.92,12.0,31.0,0.50,0.0,0.0,0.00,1.32,0.000
9.234,4.79,0.30,181.3,4.80,100.3,0.0,0.547,1.79,0.594,1.000,0.00,0.00,83,27,34.0,931,0,13.92,12.0,31.0,0.50,0.0,0.0,0.00,1.32,0.000
9.311,4.77,0.31,34.1,4.75,100.3,0.0,0.539,1.79,0.594,1.000,0.00,0.00,83,27,34.0,923,0,13.92,12.0,31.0,0.50,0.0,0.0,0.00,1.36,0.000
9.389,4.73,0.31,35.9,4.76,100.3,0.0,0.555,1.79,0.594,1.000,0.00,0.00,83,27,36.0,922,0,13.92,12.0,31.0,0.50,0.0,0.0,0.00,1.30,0.000
9.468,4.76,0.31,35.3,4.75,100.3,0.0,0.500,1.79,0.594,1.000,0.00,-0.78,83,27,36.0,910,0,13.92,12.0,31.0,0.50,0.0,0.0,0.00,1.36,0.000
9.545,4.73,0.31,36.7,4.72,100.3,0.0,0.539,1.79,0.594,1.000,0.00,-0.78,83,27,34.0,900,0,13.92,12.0,31.0,0.50,0.0,0.0,0.00,1.34,0.000
9.623,4.71,0.31,181.3,4.73,100.3,0.0,0.500,1.79,0.594,1.000,0.00,-0.78,83,27,34.0,896,0,13.92,12.0,31.0,0.50,0.0,0.0,0.00,1.30,0.000
9.702,4.73,0.31,35.2,4.71,100.3,0.0,0.531,1.79,0.594,1.000,0.00,-0.78,83,27,37.0,888,0,13.92,12.0,31.0,0.50,0.0,0.0,0.00,1.36,0.000
9.780,4.69,0.32,36.4,4.69,100.3,0.0,0.523,1.79,0.594,1.000,0.00,-0.78,83,27,37.0,890,0,13.92,12.0,31.0,0.50,0.0,0.0,0.00,1.34,0.000
9.858,4.68,0.32,37.7,4.70,100.3,0.0,0.539,1.79,0.594,1.000,0.00,-0.78,83,27,35.0,882,0,13.92,12.0,31.0,0.50,0.0,0.0,0.00,1.28,0.000
9.936,4.68,0.32,181.3,4.67,100.3,0.0,0.516,1.79,0.594,1.000,0.00,-0.78,83,27,35.0,881,0,13.92,12.0,31.0,0.50,0.0,0.0,0.00,1.32,0.000
10.014,4.65,0.32,181.3,4.63,100.3,0.0,0.547,1.79,0.594,1.000,0.00,-0.78,83,27,35.0,883,0,13.92,12.0,31.0,0.50,0.0,0.0,0.00,1.36,0.000
10.091,4.61,0.31,38.1,4.62,100.3,0.0,0.547,1.79,0.594,1.000,0.00,-1.56,83,27,37.0,875,0,13.92,12.0,31.0,0.50,0.0,0.0,0.00,1.30,0.000
10.169,4.62,0.32,36.5,4.63,100.3,0.0,0.500,1.79,0.594,1.000,0.00,-1.56,83,27,36.0,873,0,13.92,12.0,31.0,0.50,0.0,0.0,0.00,1.30,0.000
